ID,CONTEXT,SHAPE_OBJECT,SHAPE_DETAILS,WARE,PRODUCTION_PLACE,CONSERVATION,CHRONOLOGY,Context_Survey_Homogenized
4840,T12-128-3,Open shape,wall,brown glaze,Import,Poor,Archaic/Classical,T12-128-3
4841,T12-128-3,Open shape,wall,plain,Import,Poor,Undetermined,T12-128-3
4842,T12-128-3,Closed shape,wall,plain,Import,Poor,Undetermined,T12-128-3
4843,T12-128-3,Closed shape,wall,plain,Local,Poor,Undetermined,T12-128-3
4844,T12-128-3,Lamp,wall,black glaze,Local,Very poor,Archaic/Classical,T12-128-3
4845,T12-128-3,Open shape,wall,black glaze,Local,Very poor,Archaic/Classical,T12-128-3
4846,T12-128-3,Closed shape,wall,black glaze,Local,Poor,Archaic/Classical,T12-128-3
4847,T12-128-3,Undetermined,wall,plain,Local,Very poor,Undetermined,T12-128-3
4848,T12-128-3,Undetermined,wall,plain,Import,Very poor,Undetermined,T12-128-3
4867,T12-128-3,Tile,wall,plain,Local,Poor,Undetermined,T12-128-3
4868,T12-128-3,Amphora,wall,plain,Import,Poor,Undetermined,T12-128-3
4869,T12-128-3,Jug,neck to shoulder,plain,Import,Poor,Undetermined,T12-128-3
4870,T12-128-3,Jar,wall,plain,Import,Poor,Undetermined,T12-128-3
4871,T12-128-3,Cooking pot,wall,cooking,Import,Poor,Undetermined,T12-128-3
4872,T12-128-3,Basin,wall,plain,Import,Poor,Undetermined,T12-128-3
4873,T12-128-3,Undetermined,wall,plain,Import,Very poor,Undetermined,T12-128-3
4874,T12-128-3,Closed shape,wall,plain,Local,Poor,Undetermined,T12-128-3
4875,T12-128-3,Closed shape,wall,plain,Import,Poor,Undetermined,T12-128-3
4876,T12-128-3,Krater,handle root,black glaze,Local,Medium,Archaic/Classical,T12-128-3
4877,T12-128-3,Amphora,handle root,plain,Local,Poor,Undetermined,T12-128-3
4878,T12-128-3,Amphora,shoulder,plain,Local,Poor,Undetermined,T12-128-3
4879,T12-128-3,Amphora,shoulder,plain,Local,Poor,Undetermined,T12-128-3
4880,T12-128-3,Tile,edge,plain,Local,Poor,Undetermined,T12-128-3
4881,T12-128-3,Tile,edge,plain,Local,Poor,Undetermined,T12-128-3
4882,T12-128-3,Tile,wall,plain,Local,Poor,Undetermined,T12-128-3
4883,T12-128-3,Tile,wall,plain,Local,Poor,Undetermined,T12-128-3
4884,T12-128-3,Jug,handle,cooking,Import,Very poor,Undetermined,T12-128-3
4885,T12-128-3,Lekane,rim,red glazed,Local,Medium,Archaic/Classical,T12-128-3
4886,T12-128-3,Jug,rim,plain,Local,Medium,Undetermined,T12-128-3
4887,T12-128-3,Open shape,wall,brown glaze,Import,Medium,Archaic/Classical,T12-128-3
4888,T12-128-3,Undetermined,Undetermined,Undetermined,Undetermined,Undetermined,Undetermined,T12-128-3
4785,T12-128-5,Saltcellar,rim,black glaze,Local,Medium,Archaic/Classical,T12-129
4783,T12-128-5,Tile,edge,brown glaze,Import,Poor,Archaic/Classical,T12-130
4794,T12-128-5,Tile,wall,brown glaze,Import,Poor,Archaic/Classical,T12-131
16470,T12-131-1-D,Grinding stone,Undetermined,Undetermined,Import,Medium,Archaic/Classical,T12-131-1
16471,T12-131-1-D,Kados,rim,cooking,Import,Medium,Classical,T12-131-1
16472,T12-131-1-D,Jar,carination,coarse,Local,Poor,Middle Bronze Age/Late Bronze Age,T12-131-1
16473,T12-131-1-D,Closed shape,rim,coarse,Local,Medium,Bronze Age/Archaic,T12-131-1
16474,T12-131-1-D,Closed shape,handle root,coarse,Local,Poor,Bronze Age,T12-131-1
16475,T12-131-1-D,Closed shape,rim,coarse,Local,Medium,Bronze Age,T12-131-1
16476,T12-131-1-D,Amphora,carination,plain,Local,Medium,Classical,T12-131-1
16477,T12-131-1-D,Skyphos,base,black glaze,Attic,Medium,Classical,T12-131-1
16478,T12-131-1-D,Jug,rim,cooking,Import,Medium,Classical,T12-131-1
16479,T12-131-1-D,Jug,handle,plain,Local,Poor,Archaic/Classical,T12-131-1
16480,T12-131-1-D,Open shape,rim,plain,Corinthian,Poor,Archaic,T12-131-1
16481,T12-131-1-D,Kantharos,rim + handle,brown glaze,Attic,Poor,Classical/Hellenistic,T12-131-1
16482,T12-131-1-D,Closed shape,rim,black glaze,Attic,Poor,Archaic/Classical,T12-131-1
16483,T12-131-1-D,Amphora,wall,plain,Local,Medium,Archaic/Classical,T12-131-1
16484,T12-131-1-D,Undetermined,wall,cooking,Import,Poor,Classical,T12-131-1
16485,T12-131-1-D,Closed shape,wall,plain,Local,Poor,Archaic/Classical,T12-131-1
16486,T12-131-1-D,Closed shape,wall,plain,Local,Poor,Archaic/Classical,T12-131-1
16487,T12-131-1-D,Closed shape,wall,coarse,Local,Poor,Bronze Age,T12-131-1
16488,T12-131-1-D,Closed shape,wall,coarse,Local,Poor,Bronze Age,T12-131-1
4795,T12-128-5,Tile,wall,red glazed,Import,Poor,Archaic/Classical,T12-132
21894,T12-132-GENERAL,Amphora,rim,coarse,Corinthian,Medium,Archaic,T12-132
4787,T12-128-5,Tile,edge,black glaze,Local,Poor,Archaic/Classical,T12-133
4786,T12-128-5,Open shape,wall,black glaze,Local,Poor,Archaic/Classical,T12-134
4797,T12-128-5,Tile,wall,black glaze,Local,Poor,Archaic/Classical,T12-135
4789,T12-128-5,Tile,edge,brown glaze,Local,Poor,Archaic/Classical,T12-136
4796,T12-128-5,Tile,wall,brown glaze,Local,Poor,Archaic/Classical,T12-137
4791,T12-128-5,Amphora,wall,plain,Import,Poor,Undetermined,T12-138
4793,T12-128-5,Tile,wall,plain,Import,Poor,Undetermined,T12-139
4798,T12-128-5,Tile,wall,plain,Import,Poor,Undetermined,T12-140
21897,T12-140-GENERAL,Amphora,peg,plain,Import,Medium,Classical,T12-140
4788,T12-128-5,Tile,edge,brown slipped,Local,Poor,Undetermined,T12-141
4782,T12-128-5,Tile,edge,plain,Local,Poor,Undetermined,T12-142
4784,T12-128-5,Tile,edge,plain,Local,Poor,Undetermined,T12-143
4799,T12-128-5,Closed shape,wall,cooking,Import,Very poor,Undetermined,T12-144
4790,T12-128-5,Tile,edge,plain,Local,Very poor,Undetermined,T12-145
4792,T12-128-5,Undetermined,wall,plain,Local,Very poor,Undetermined,T12-146
21895,T12-153-GENERAL,Stemmed cup,base,plain,Corinthian,Poor,Archaic/Classical,T12-153
21896,T12-153-GENERAL,Undetermined,rim,cooking,Local,Poor,Undetermined,T12-153
20890,T12-180-2-3,Tile,wall,plain,Local,Poor,Archaic/Classical,T12-180-2
20891,T12-180-2-3,Tile,wall,black glaze,Local,Poor,Archaic/Classical,T12-180-2
20892,T12-180-2-3,Tile,wall,plain,Local,Poor,Archaic/Classical,T12-180-2
20893,T12-180-2-3,Tile,wall,plain,Local,Poor,Archaic/Classical,T12-180-2
20894,T12-180-2-3,Undetermined,wall,cooking,Local,Poor,Undetermined,T12-180-2
20895,T12-180-2-3,Cooking pot,wall,cooking,Local,Poor,Classical,T12-180-2
20896,T12-180-2-3,Amphora,wall,plain,Local,Poor,Archaic/Classical,T12-180-2
20897,T12-180-2-3,Amphora,wall,plain,Import,Poor,Archaic/Classical,T12-180-2
20898,T12-180-2-3,Undetermined,wall,plain,Local,Poor,Archaic,T12-180-2
20899,T12-180-2-3,Undetermined,wall,plain,Local,Poor,Archaic/Classical,T12-180-2
20900,T12-180-2-3,Undetermined,wall,plain,Local,Poor,Archaic/Classical,T12-180-2
20901,T12-180-2-3,Amphora,wall,plain,Local,Poor,Late antique,T12-180-2
20902,T12-180-2-3,Undetermined,wall,plain,Local,Poor,Late antique,T12-180-2
20903,T12-180-2-3,Cooking pot,handle,cooking,Local,Poor,Archaic/Classical,T12-180-2
20904,T12-180-2-3,Tile,edge,plain,Local,Poor,Archaic/Classical,T12-180-2
17670,T12-104-2-B,Amphora,handle root,plain,Local,Medium,Archaic/Classical,T12-104-2
17671,T12-104-2-B,Amphora,handle,plain,Local,Medium,Archaic/Classical,T12-104-2
17672,T12-104-2-B,Open shape,rim,black glaze,Local,Medium,Archaic/Classical,T12-104-2
17673,T12-104-2-B,Open shape,wall,red glazed,Local,Poor,Archaic/Classical,T12-104-2
17674,T12-104-2-B,Closed shape,wall,black glaze,Local,Poor,Archaic/Classical,T12-104-2
17675,T12-104-2-B,Closed shape,wall,cooking,Local,Poor,Archaic/Classical,T12-104-2
17676,T12-104-2-B,Undetermined,Undetermined,cooking,Local,Poor,Undetermined,T12-104-2
17677,T12-104-2-B,Closed shape,wall,plain,Import,Poor,Archaic/Classical,T12-104-2
17678,T12-104-2-B,Undetermined,wall,plain,Local,Poor,Archaic/Classical,T12-104-2
16844,T12-114-2-B,Amphora,wall,plain,Import,Poor,Archaic/Classical,T12-114-2
16845,T12-114-2-B,Amphora,wall,plain,lesbian,Poor,Archaic/Classical,T12-114-2
16846,T12-114-2-B,Tile,edge,plain,Local,Poor,Archaic/Classical,T12-114-2
16847,T12-114-2-B,Tile,edge,plain,Local,Poor,Archaic/Classical,T12-114-2
16848,T12-114-2-B,Amphora,wall,plain,Import,Medium,Archaic/Classical,T12-114-2
16849,T12-114-2-B,Amphora,wall,plain,Import,Poor,Archaic/Classical,T12-114-2
16850,T12-114-2-B,Closed shape,wall,plain,Local,Poor,Archaic/Classical,T12-114-2
16851,T12-114-2-B,Undetermined,wall,coarse,Local,Poor,Archaic/Classical,T12-114-2
16852,T12-114-2-B,Open shape,wall,red glazed,Local,Poor,Archaic/Classical,T12-114-2
16853,T12-114-2-B,Open shape,wall,red glazed,Local,Poor,Archaic/Classical,T12-114-2
16854,T12-114-2-B,Tile,wall,plain,Local,Poor,Archaic/Classical,T12-114-2
16855,T12-114-2-B,Tile,wall,red glazed,Local,Poor,Archaic/Classical,T12-114-2
16856,T12-114-2-B,Tile,wall,red glazed,Local,Poor,Archaic/Classical,T12-114-2
16857,T12-114-2-B,Tile,wall,black glaze,Local,Poor,Archaic/Classical,T12-114-2
9041,T12-118-4,Tile,edge,plain,Local,Medium,Undetermined,T12-118-4
9042,T12-118-4,Brick,edge,plain,Import,Poor,Undetermined,T12-118-4
9043,T12-118-4,Closed shape,handle,cooking,Import,Medium,Undetermined,T12-118-4
9044,T12-118-4,Tile,wall,plain,Import,Poor,Undetermined,T12-118-4
9045,T12-118-4,Amphora,wall,plain,Import,Poor,Undetermined,T12-118-4
9046,T12-118-4,Undetermined,wall,plain,Import,Poor,Undetermined,T12-118-4
9047,T12-118-4,Undetermined,wall,cooking,Import,Poor,Undetermined,T12-118-4
16561,T12-120-3,Closed shape,wall,plain,Local,Poor,Archaic/Classical,T12-120-3
16562,T12-120-3,Undetermined,wall,plain,Local,Poor,Archaic/Classical,T12-120-3
16563,T12-120-3,Closed shape,wall,cooking,Import,Poor,Classical,T12-120-3
16564,T12-120-3,Open shape,wall,brown painted,Corinthian,Poor,Archaic/Classical,T12-120-3
16565,T12-120-3,Closed shape,wall,black glaze,Attic,Poor,Archaic/Classical,T12-120-3
16566,T12-120-3,Open shape,wall,smoothed,Attic,Poor,Archaic/Classical,T12-120-3
16567,T12-120-3,Amphora,wall,plain,Attic,Poor,Archaic/Classical,T12-120-3
16568,T12-120-3,Tile,wall,coarse,Local,Poor,Archaic/Classical,T12-120-3
16569,T12-120-3,Closed shape,wall,coarse,Local,Medium,Bronze Age/Archaic,T12-120-3
16570,T12-120-3,Closed shape,handle,coarse,Local,Medium,Archaic/Classical,T12-120-3
16571,T12-120-3,Bowl,rim,plain,Local,Poor,Archaic/Classical,T12-120-3
16572,T12-120-3,Open shape,handle,plain,Local,Poor,Archaic/Classical,T12-120-3
16573,T12-120-3,Amphora,wall,plain,Import,Medium,Archaic/Classical,T12-120-3
16574,T12-120-3,Terracotta,wall,plain,Local,Medium,Archaic/Classical,T12-120-3
16575,T12-120-3,Amphora,handle,coarse,Local,Medium,Archaic/Classical,T12-120-3
16576,T12-120-3,Open shape,base,black glaze,Attic,Medium,Archaic/Classical,T12-120-3
8592,T12-121-1-A,Closed shape,base,coarse,Local,Medium,Undetermined,T12-121-1
8593,T12-121-1-A,Closed shape,base,coarse,Local,Medium,Undetermined,T12-121-1
8594,T12-121-1-A,Pithos,base,coarse,Local,Medium,Undetermined,T12-121-1
8595,T12-121-1-A,Pithos,rim,coarse,Local,Medium,Undetermined,T12-121-1
8596,T12-121-1-A,Tile,wall,coarse,Local,Medium,Undetermined,T12-121-1
8597,T12-121-1-A,Tile,edge,coarse,Local,Medium,Undetermined,T12-121-1
8598,T12-121-1-A,Undetermined,wall,plain,Corinthian,Medium,Undetermined,T12-121-1
8599,T12-121-1-A,Undetermined,wall,plain,Local,Medium,Roman,T12-121-1
8600,T12-121-1-A,Undetermined,wall,plain,Local,Poor,Archaic/Hellenistic,T12-121-1
8601,T12-121-1-A,Undetermined,wall,cooking,Local,Poor,Undetermined,T12-121-1
8658,T12-121-1-C,Lekane,base,plain,Local,Medium,Undetermined,T12-121-1
8659,T12-121-1-C,Basin,base,coarse,Local,Poor,Undetermined,T12-121-1
8660,T12-121-1-C,Tile,edge,plain,Local,Medium,Undetermined,T12-121-1
8661,T12-121-1-C,Open shape,wall,black glaze,Local,Poor,Archaic/Classical,T12-121-1
8662,T12-121-1-C,Undetermined,wall,plain,Local,Poor,Undetermined,T12-121-1
8663,T12-121-1-C,Undetermined,wall,coarse,Local,Poor,Undetermined,T12-121-1
8664,T12-121-1-C,Undetermined,wall,cooking,Import,Poor,Undetermined,T12-121-1
8665,T12-121-1-C,Closed shape,wall,plain,Import,Medium,Undetermined,T12-121-1
8666,T12-121-1-C,Undetermined,wall,plain,Local,Poor,Undetermined,T12-121-1
8667,T12-121-1-C,Amphora,wall,plain,Import,Medium,Undetermined,T12-121-1
8668,T12-121-1-C,Amphora,wall,plain,Local,Poor,Undetermined,T12-121-1
8705,T12-121-1-B,Cooking pot,handle,cooking,Import,Poor,Undetermined,T12-121-1
8706,T12-121-1-B,Undetermined,handle,plain,Local,Poor,Undetermined,T12-121-1
8707,T12-121-1-B,Table amphora,rim,plain,Local,Poor,Undetermined,T12-121-1
8708,T12-121-1-B,Pithos,base,coarse,Local,Poor,Undetermined,T12-121-1
8709,T12-121-1-B,Pithos,rim,coarse,Local,Poor,Undetermined,T12-121-1
8710,T12-121-1-B,Open shape,wall,painted,Corinthian,Medium,Geometric/Archaic,T12-121-1
8711,T12-121-1-B,Bowl,rim,black glaze,Local,Poor,Classical,T12-121-1
8712,T12-121-1-B,Tile,edge,plain,Local,Medium,Undetermined,T12-121-1
8713,T12-121-1-B,Tile,wall,plain,Local,Medium,Undetermined,T12-121-1
8714,T12-121-1-B,Open shape,wall,brown glaze,Local,Poor,Archaic/Classical,T12-121-1
8715,T12-121-1-B,Pithos,wall,coarse,Local,Medium,Undetermined,T12-121-1
8716,T12-121-1-B,Undetermined,wall,plain,Local,Poor,Undetermined,T12-121-1
8717,T12-121-1-B,Undetermined,wall,plain,Import,Poor,Undetermined,T12-121-1
8718,T12-121-1-B,Undetermined,wall,cooking,Import,Poor,Undetermined,T12-121-1
8719,T12-121-1-B,Closed shape,wall,cooking,Import,Medium,Undetermined,T12-121-1
8720,T12-121-1-B,Undetermined,wall,cooking,Import,Poor,Undetermined,T12-121-1
8721,T12-121-1-B,Closed shape,wall,cooking,Import,Poor,Undetermined,T12-121-1
8722,T12-121-1-B,Amphora,wall,plain,Local,Poor,Undetermined,T12-121-1
8814,T12-121-1-D,Lid,rim,cooking,Local,Poor,Classical,T12-121-1
8815,T12-121-1-D,Jar,neck,coarse,Local,Poor,Prehistoric,T12-121-1
8816,T12-121-1-D,Closed shape,wall,coarse,Local,Poor,Prehistoric,T12-121-1
8817,T12-121-1-D,Undetermined,wall,coarse,Local,Poor,Prehistoric,T12-121-1
8818,T12-121-1-D,Amphora,wall,plain,Local,Poor,Undetermined,T12-121-1
8819,T12-121-1-D,Juglet,wall,plain,Local,Poor,Classical,T12-121-1
8602,T12-121-2-D,Open shape,wall,burnished,Local,Medium,Final Neolithic/Early Bronze Age,T12-121-2
8603,T12-121-2-D,Undetermined,wall,Undetermined,Attic,Poor,Undetermined,T12-121-2
8604,T12-121-2-D,Amphora,wall,plain,Local,Medium,Undetermined,T12-121-2
8605,T12-121-2-D,Undetermined,wall,plain,Local,Poor,Undetermined,T12-121-2
8606,T12-121-2-D,Undetermined,wall,Undetermined,Local,Medium,Undetermined,T12-121-2
8669,T12-121-2-B,Closed shape,wall,coarse,Local,Poor,Prehistoric,T12-121-2
8670,T12-121-2-B,Undetermined,wall,coarse,Local,Poor,Prehistoric,T12-121-2
8671,T12-121-2-B,Undetermined,wall,cooking,Local,Poor,Prehistoric,T12-121-2
8672,T12-121-2-B,Closed shape,wall,plain,Local,Poor,Undetermined,T12-121-2
8673,T12-121-2-B,Tile,wall,plain,Local,Poor,Classical,T12-121-2
8674,T12-121-2-B,Cooking pot,rim,coarse,Local,Poor,Bronze Age,T12-121-2
8675,T12-121-2-B,Skyphos,base,plain,Local,Poor,Classical,T12-121-2
8676,T12-121-2-B,Cup,base,plain,Local,Poor,Classical,T12-121-2
8677,T12-121-2-C,Stone,Undetermined,Undetermined,Undetermined,Undetermined,Undetermined,T12-121-2
8678,T12-121-2-C,Amphora,wall,plain,Local,Poor,Undetermined,T12-121-2
8679,T12-121-2-C,Closed shape,wall,coarse,Local,Poor,Bronze Age,T12-121-2
8680,T12-121-2-C,Closed shape,wall,plain,Local,Poor,Undetermined,T12-121-2
8681,T12-121-2-C,Lamp,base,black glaze,Local,Medium,Archaic,T12-121-2
8682,T12-121-2-C,Pithos,base,coarse,Local,Medium,Classical,T12-121-2
8683,T12-121-2-C,Open shape,rim,cooking,Local,Poor,Classical,T12-121-2
8684,T12-121-2-A,Closed shape,base,plain,Import,Poor,Undetermined,T12-121-2
8685,T12-121-2-A,Amphora,rim,black glaze,Local,Medium,Archaic/Classical,T12-121-2
8686,T12-121-2-A,Jug,base,cooking,Import,Medium,Undetermined,T12-121-2
8687,T12-121-2-A,Jug,base,plain,Local,Medium,Undetermined,T12-121-2
8688,T12-121-2-A,Pithos,wall,plain,Local,Poor,Undetermined,T12-121-2
8689,T12-121-2-A,Lekane,rim,black glaze,Local,Poor,Archaic/Classical,T12-121-2
8690,T12-121-2-A,Cup,rim,black glaze,Local,Poor,Archaic/Classical,T12-121-2
8691,T12-121-2-A,Tile,wall,plain,Local,Poor,Undetermined,T12-121-2
8692,T12-121-2-A,Open shape,wall,black glaze,Local,Poor,Archaic/Classical,T12-121-2
8693,T12-121-2-A,Undetermined,wall,black glaze,Local,Poor,Archaic/Classical,T12-121-2
8694,T12-121-2-A,Undetermined,wall,plain,Import,Poor,Undetermined,T12-121-2
8695,T12-121-2-A,Undetermined,wall,plain,Local,Poor,Undetermined,T12-121-2
8696,T12-121-2-A,Undetermined,wall,coarse,Local,Poor,Undetermined,T12-121-2
8697,T12-121-2-A,Undetermined,wall,plain,Local,Poor,Undetermined,T12-121-2
8698,T12-121-2-A,Undetermined,handle root,plain,Local,Poor,Undetermined,T12-121-2
8699,T12-121-2-A,Closed shape,wall,plain,Import,Poor,Undetermined,T12-121-2
8700,T12-121-2-A,Basin,wall,cooking,Import,Poor,Undetermined,T12-121-2
8701,T12-121-2-A,Undetermined,wall,cooking,Import,Poor,Undetermined,T12-121-2
8702,T12-121-2-A,Undetermined,wall,cooking,Import,Poor,Undetermined,T12-121-2
8703,T12-121-2-A,Amphora,wall,plain,Local,Poor,Undetermined,T12-121-2
8704,T12-121-2-A,Amphora,wall,plain,Import,Poor,Undetermined,T12-121-2
11045,T12-123-1-A,Undetermined,wall,plain,Local,Poor,Archaic/Hellenistic,T12-123-1
11046,T12-123-1-A,Undetermined,wall,cooking,Local,Poor,Archaic/Hellenistic,T12-123-1
11047,T12-123-1-A,Open shape,wall,black glaze,Attic,Poor,Archaic/Hellenistic,T12-123-1
11048,T12-123-1-A,Amphora,wall,plain,Corinthian,Poor,Archaic/Hellenistic,T12-123-1
11049,T12-123-1-A,Pithos,base,coarse,Local,Medium,Archaic/Hellenistic,T12-123-1
11050,T12-123-1-A,Pithos,rim,coarse,Local,Medium,Archaic/Hellenistic,T12-123-1
11051,T12-123-1-A,Pithos,neck,coarse,Import,Medium,Archaic/Hellenistic,T12-123-1
11052,T12-123-1-A,Open shape,handle,black glaze,Attic,Medium,Archaic/Hellenistic,T12-123-1
11053,T12-123-1-A,Cooking pot,rim,plain,Attic,Medium,Archaic/Hellenistic,T12-123-1
11054,T12-123-1-A,Cooking pot,handle,cooking,Local,Medium,Archaic/Hellenistic,T12-123-1
11055,T12-123-1-D,Undetermined,wall,plain,Local,Poor,Archaic/Hellenistic,T12-123-1
11056,T12-123-1-D,Undetermined,wall,cooking,Local,Poor,Archaic/Hellenistic,T12-123-1
11057,T12-123-1-D,Cup,base,black glaze,Attic,Medium,Archaic/Hellenistic,T12-123-1
11058,T12-123-1-D,Grinding stone,Undetermined,Undetermined,Undetermined,Undetermined,Undetermined,T12-123-1
11059,T12-123-1-D,Grinding stone,Undetermined,Undetermined,Undetermined,Undetermined,Undetermined,T12-123-1
12831,T12-123-1-B,Amphora,wall,plain,Local,Poor,Late Antique/Medieval,T12-123-1
12832,T12-123-1-B,Amphora,wall,plain,Import,Poor,Archaic/Hellenistic,T12-123-1
12833,T12-123-1-B,Undetermined,wall,plain,Import,Poor,Archaic/Hellenistic,T12-123-1
12834,T12-123-1-B,Undetermined,wall,cooking,Local,Poor,Prehistoric,T12-123-1
12835,T12-123-1-B,Lekane,neck to shoulder,black glaze,Local,Poor,Archaic/Hellenistic,T12-123-1
12836,T12-123-1-B,Closed shape,rim,plain,Local,Poor,Archaic/Hellenistic,T12-123-1
12844,T12-123-1-C,Pithos,wall,coarse,Local,Poor,Undetermined,T12-123-1
12845,T12-123-1-C,Undetermined,wall,cooking,Local,Poor,Archaic/Hellenistic,T12-123-1
12846,T12-123-1-C,Pithos,handle root,coarse,Local,Poor,Prehistoric,T12-123-1
12847,T12-123-1-C,Lekane,handle,plain,Local,Poor,Archaic/Hellenistic,T12-123-1
12848,T12-123-1-C,Skyphos,base,brown glaze,Local,Poor,Archaic/Hellenistic,T12-123-1
10687,T12-123-2-A,Undetermined,Undetermined,Undetermined,Undetermined,Medium,Undetermined,T12-123-2
11040,T12-123-2-B,Open shape,wall,black glaze,Attic,Medium,Geometric,T12-123-2
11041,T12-123-2-B,Lekane,rim,plain,Local,Medium,Archaic/Hellenistic,T12-123-2
11042,T12-123-2-B,Amphora,wall,plain,Import,Medium,Archaic/Hellenistic,T12-123-2
11043,T12-123-2-B,Undetermined,wall,plain,Local,Poor,Archaic/Hellenistic,T12-123-2
11044,T12-123-2-B,Undetermined,wall,coarse,Local,Poor,Undetermined,T12-123-2
12837,T12-123-2-C,Amphora,wall,plain,Local,Poor,Archaic/Hellenistic,T12-123-2
12838,T12-123-2-C,Amphora,wall,plain,Import,Poor,Archaic/Hellenistic,T12-123-2
12839,T12-123-2-C,Undetermined,wall,plain,Local,Poor,Archaic/Hellenistic,T12-123-2
12840,T12-123-2-C,Undetermined,wall,plain,Import,Poor,Archaic/Hellenistic,T12-123-2
12841,T12-123-2-C,Undetermined,wall,coarse,Local,Poor,Prehistoric,T12-123-2
12842,T12-123-2-C,Open shape,wall,black glaze,Local,Poor,Archaic/Hellenistic,T12-123-2
12843,T12-123-2-C,Undetermined,wall,black glaze,Local,Poor,Archaic/Hellenistic,T12-123-2
12849,T12-123-2-D,Stone,Undetermined,Undetermined,Undetermined,Undetermined,Undetermined,T12-123-2
12850,T12-123-2-D,Amphora,wall,plain,Local,Poor,Archaic/Hellenistic,T12-123-2
12851,T12-123-2-D,Amphora,wall,plain,Lesbian,Poor,Archaic/Hellenistic,T12-123-2
12852,T12-123-2-D,Undetermined,wall,plain,Local,Poor,Archaic/Hellenistic,T12-123-2
12853,T12-123-2-D,Undetermined,wall,coarse,Local,Poor,Undetermined,T12-123-2
12854,T12-123-2-D,Pithos,wall,coarse,Local,Poor,Archaic/Hellenistic,T12-123-2
12855,T12-123-2-D,Open shape,wall,black glaze,Local,Poor,Archaic/Hellenistic,T12-123-2
12856,T12-123-2-D,Pithos,wall,cooking,Local,Poor,Archaic/Hellenistic,T12-123-2
12858,T12-123-2-A,Amphora,wall,plain,Corinthian,Poor,Archaic/Hellenistic,T12-123-2
12859,T12-123-2-A,Undetermined,wall,cooking,Local,Poor,Undetermined,T12-123-2
12860,T12-123-2-A,Cooking pot,handle,cooking,Local,Poor,Undetermined,T12-123-2
9540,T12-125-general,Waster,profile,Undetermined,Local,Good,Classical,T12-125
9542,T12-125-general,Skyphos,base,black glaze,Local,Medium,Archaic,T12-125
9543,T12-125-general,Closed shape,handle,plain,Local,Poor,Archaic/Hellenistic,T12-125
9544,T12-125-general,Amphora,base,painted,Local,Medium,Archaic,T12-125
9545,T12-125-general,Basin,rim,plain,Import,Poor,Archaic/Hellenistic,T12-125
12857,T12-125 general,Table amphora,wall,plain,Local,Poor,Archaic/Hellenistic,T12-125
11060,T12-125-1,Lekane,handle,brown glaze,Attic,Medium,Archaic/Hellenistic,T12-125-1
12829,T12-127 general,Amphora,wall,plain,Local,Poor,Archaic/Hellenistic,T12-127
12830,T12-127 general,Jug,handle,cooking,Local,Poor,Prehistoric,T12-127
5740,T12-127-1-D,Open shape,rim,plain,Local,Poor,Undetermined,T12-127-1
5741,T12-127-1-D,Cooking pot,base,cooking,Import,Very poor,Undetermined,T12-127-1
5742,T12-127-1-D,Amphora,wall,plain,Local,Poor,Undetermined,T12-127-1
5743,T12-127-1-D,Undetermined,wall,plain,Import,Very poor,Undetermined,T12-127-1
5744,T12-127-1-D,Cooking pot,wall,cooking,Import,Poor,Undetermined,T12-127-1
5758,T12-127-1-C,Cooking pot,wall,cooking,Import,Poor,Undetermined,T12-127-1
5759,T12-127-1-C,Amphora,wall,plain,Import,Sec burned,Undetermined,T12-127-1
5760,T12-127-1-C,Basin,wall,coarse,Corinthian,Poor,Undetermined,T12-127-1
5761,T12-127-1-C,Amphora,wall,plain,Import,Poor,Undetermined,T12-127-1
5762,T12-127-1-C,Amphora,wall,plain,Local,Poor,Undetermined,T12-127-1
5763,T12-127-1-A,Pithos,base,coarse,Import,Poor,Undetermined,T12-127-1
5764,T12-127-1-A,Cooking pot,wall,cooking,Import,Poor,Undetermined,T12-127-1
5765,T12-127-1-A,Amphora,wall,plain,Local,Poor,Undetermined,T12-127-1
5766,T12-127-1-A,Open shape,wall,black glaze,Corinthian,Poor,Geometric/Archaic,T12-127-1
5767,T12-127-1-A,Amphora,wall,plain,Import,Poor,Undetermined,T12-127-1
5768,T12-127-1-A,Closed shape,wall,plain,Local,Very poor,Undetermined,T12-127-1
5783,T12-127-1-B,Cooking pot,handle,cooking,Import,Poor,Undetermined,T12-127-1
5784,T12-127-1-B,Cooking pot,wall,cooking,Import,Poor,Undetermined,T12-127-1
5785,T12-127-1-B,Tile,wall,plain,Local,Poor,Undetermined,T12-127-1
5786,T12-127-1-B,Closed shape,wall,plain,Local,Very poor,Undetermined,T12-127-1
5787,T12-127-1-B,Closed shape,wall,plain,Import,Very poor,Undetermined,T12-127-1
5788,T12-127-1-B,Open shape,wall,black glaze,Local,Poor,Archaic/Classical,T12-127-1
5789,T12-127-1-B,Grinding stone,Undetermined,Undetermined,Import,Medium,Undetermined,T12-127-1
5745,T12-127-3-A,Amphora,peg,plain,Import,Medium,Undetermined,T12-127-3
5746,T12-127-3-A,Lekane,base,plain,Local,Poor,Undetermined,T12-127-3
5747,T12-127-3-A,Amphora,wall,plain,Import,Poor,Undetermined,T12-127-3
5748,T12-127-3-A,Cooking pot,wall,cooking,Import,Poor,Undetermined,T12-127-3
5749,T12-127-3-A,Closed shape,wall,plain,Import,Poor,Undetermined,T12-127-3
