ID,CONTEXT,SHAPE_OBJECT,SHAPE_DETAILS,WARE,PRODUCTION_PLACE,CONSERVATION,CHRONOLOGY,Context_Survey_Homogenized
2273,T12-101-4,Amphora,wall,plain,Import,Poor,Undetermined,T12-101-4
2274,T12-101-4,Amphora,wall,plain,Local,Medium,Undetermined,T12-101-4
2275,T12-101-4,Tile,wall,plain,Local,Poor,Undetermined,T12-101-4
2276,T12-101-4,Closed shape,wall,plain,Local,Poor,Undetermined,T12-101-4
2277,T12-101-4,Open shape,wall,plain,Local,Poor,Undetermined,T12-101-4
2278,T12-101-4,Undetermined,wall,plain,Local,Poor,Undetermined,T12-101-4
2279,T12-101-4,Undetermined,wall,plain,Import,Poor,Undetermined,T12-101-4
2280,T12-101-4,Closed shape,wall,cooking,Import,Poor,Undetermined,T12-101-4
2281,T12-101-4,Undetermined,wall,coarse,Import,Poor,Undetermined,T12-101-4
2282,T12-101-4,Tile,wall,red glazed,Local,Poor,Archaic/Classical,T12-101-4
2283,T12-101-4,Closed shape,wall,black glaze,Local,Poor,Archaic/Classical,T12-101-4
2284,T12-101-4,Open shape,wall,black glaze,Local,Poor,Archaic/Classical,T12-101-4
2285,T12-101-4,Undetermined,wall,plain,Corinthian,Poor,Undetermined,T12-101-4
3910,T12-102-5,Closed shape,wall,plain,Import,Very poor,Undetermined,T12-102
3911,T12-102-5,Kylix,base,black glaze,Local,Medium,Archaic/Classical,T12-102
3912,T12-102-5,Amphora stopper,profile,plain,Import,Medium,Undetermined,T12-102
3913,T12-102-5,Amphora,handle,plain,Import,Medium,Undetermined,T12-102
3914,T12-102-5,Tile,edge,plain,Import,Medium,Undetermined,T12-102
3915,T12-102-5,Pithos,wall,coarse,Import,Good,Undetermined,T12-102
4010,T12-102-6,Slag,Undetermined,Undetermined,Import,Undetermined,Undetermined,T12-102
18866,T12-102-6,Pithos,wall,coarse,Local,Medium,Archaic/Classical,T12-102
18867,T12-102-6,Undetermined,wall,plain,Local,Poor,Archaic/Classical,T12-102
18868,T12-102-6,Amphora,wall,plain,Import,Medium,Archaic/Classical,T12-102
18869,T12-102-6,Pithos,wall,coarse,Local,Medium,Archaic/Classical,T12-102
18870,T12-102-6,Undetermined,wall,cooking,Local,Poor,Classical,T12-102
18871,T12-102-6,Undetermined,wall,plain,Local,Poor,Archaic/Classical,T12-102
19916,T12-102-5,Undetermined,Undetermined,Undetermined,Undetermined,Undetermined,Undetermined,T12-102
19917,T12-102-5,Pithos,wall,coarse,Local,Poor,Prehistoric,T12-102
19918,T12-102-5,Basin,corner,Undetermined,Local,Poor,Archaic/Classical,T12-102
19919,T12-102-5,Tile,wall,glazed,Local,Poor,Archaic/Classical,T12-102
19920,T12-102-5,Undetermined,Undetermined,plain,Local,Poor,Archaic/Classical,T12-102
19921,T12-102-5,Undetermined,wall,coarse,Local,Poor,Undetermined,T12-102
19922,T12-102-5,Closed shape,Undetermined,plain,Local,Poor,Archaic/Classical,T12-102
19923,T12-102-5,Undetermined,Undetermined,cooking,Import,Poor,Archaic/Classical,T12-102
20474,T12-102-7,Amphora,wall,plain,Corinthian,Poor,Archaic/Classical,T12-102
20475,T12-102-7,Amphora,handle,plain,Local,Medium,Archaic/Classical,T12-102
20476,T12-102-7,Lekane,base,plain,Local,Medium,Classical,T12-102
20477,T12-102-7,Tile,wall,plain,Local,Poor,Archaic/Classical,T12-102
20478,T12-102-7,Undetermined,wall,plain,Local,Poor,Archaic,T12-102
20479,T12-102-7,Undetermined,wall,plain,Local,Poor,Classical,T12-102
20486,T12-102-6,Tile,edge,black glaze,Local,Poor,Archaic/Classical,T12-102
20487,T12-102-6,Tile,edge,plain,Local,Medium,Archaic/Classical,T12-102
20488,T12-102-6,Tile,wall,plain,Local,Poor,Roman,T12-102
20489,T12-102-6,Grinding stone,Undetermined,Undetermined,Undetermined,Medium,Modern,T12-102
20490,T12-102-6,Jug,handle root,other,Corinthian,Poor,Archaic/Classical,T12-102
20491,T12-102-6,Pithos,wall,plain,Local,Poor,Undetermined,T12-102
20492,T12-102-6,Undetermined,wall,plain,Local,Poor,Archaic,T12-102
20493,T12-102-6,Undetermined,wall,plain,Local,Poor,Undetermined,T12-102
20494,T12-102-7,Tile,edge,black glaze,Local,Medium,Archaic/Classical,T12-102
20495,T12-102-7,Amphora,wall,plain,Local,Poor,Archaic/Classical,T12-102
20496,T12-102-7,Open shape,wall,black glaze,Local,Medium,Archaic/Classical,T12-102
20497,T12-102-7,Tile,wall,coarse,Local,Poor,Archaic/Classical,T12-102
20498,T12-102-7,Cooking pot,wall,coarse,Local,Poor,Classical,T12-102
20499,T12-102-7,Pithos,wall,coarse,Local,Poor,Late antique,T12-102
20500,T12-102-7,Pithos,wall,coarse,Local,Poor,Archaic/Classical,T12-102
20501,T12-102-6,Pithos,rim,plain,Local,Medium,Late antique,T12-102
20502,T12-102-6,Pithos,wall,plain,Local,Poor,Undetermined,T12-102
21906,T12-102-7,Mortar,rim,coarse,Corinthian,Medium,Classical,T12-102
21907,T12-102-7,Pithos,base,coarse,Corinthian,Medium,Classical,T12-102
21908,T12-102-7,Pithos,wall,coarse,Local,Medium,archaic/hellenistic,T12-102
21909,T12-102-7,Closed shape,wall,coarse,Local,Poor,archaic/hellenistic,T12-102
21910,T12-102-7,Undetermined,wall,plain,Attic,Medium,archaic/hellenistic,T12-102
21911,T12-102-7,Undetermined,wall,plain,Attic,Medium,archaic/hellenistic,T12-102
21912,T12-102-7,Tile,wall,plain,Attic,Medium,archaic/hellenistic,T12-102
22718,T12-102-6,Pithos,wall,coarse,Local,Poor,Archaic/Classical,T12-102
22719,T12-102-6,Undetermined,wall,plain,Attic,Poor,Late antique,T12-102
22720,T12-102-6,Undetermined,wall,plain,Local,Poor,Archaic/Classical,T12-102
22721,T12-102-6,Tile,Undetermined,plain,Local,Undetermined,Undetermined,T12-102
22722,T12-102-7,Closed shape,wall,plain,Attic,Poor,Archaic/Hellenistic,T12-102
22723,T12-102-7,Amphora,handle,plain,Attic,Poor,Archaic/Classical,T12-102
22724,T12-102-5,Pithos,wall,coarse,Attic,Poor,Archaic/Classical,T12-102
22725,T12-102-5,Amphora,handle,plain,Attic,Poor,Late antique,T12-102
22726,T12-102-5,Closed shape,handle,plain,Attic,Poor,Archaic/Classical,T12-102
22727,T12-102-5,Open shape,wall,plain,Attic,Poor,Roman,T12-102
22728,T12-102-5,Closed shape,wall,plain,Attic,Poor,Roman,T12-102
22729,T12-102-5,Undetermined,wall,plain,Attic,Poor,Archaic/Classical,T12-102
22730,T12-102-5,Tile,Undetermined,plain,Undetermined,Poor,Undetermined,T12-102
2531,T12-102-1,Hydria,handle,cooking,Import,Medium,Undetermined,T12-102-1
2532,T12-102-1,Krater,handle plate,black glaze,Local,Medium,Archaic/Classical,T12-102-1
2533,T12-102-1,Cup,base,black glaze,Local,Medium,Archaic/Classical,T12-102-1
2534,T12-102-1,Jug,rim,plain,Local,Poor,Undetermined,T12-102-1
2535,T12-102-1,Amphora,neck to shoulder,plain,Import,Medium,Undetermined,T12-102-1
2536,T12-102-1,Amphora,wall,plain,Import,Poor,Undetermined,T12-102-1
2537,T12-102-1,Closed shape,wall,plain,Import,Poor,Undetermined,T12-102-1
2538,T12-102-1,Closed shape,wall,cooking,Import,Poor,Undetermined,T12-102-1
2539,T12-102-1,Lamp,wall,black glaze,Local,Poor,Archaic/Classical,T12-102-1
2540,T12-102-1,Open shape,wall,red glazed,Local,Poor,Archaic/Classical,T12-102-1
2541,T12-102-1,Jug,neck,plain,Local,Poor,Undetermined,T12-102-1
2542,T12-102-1,Closed shape,wall,plain,Local,Poor,Undetermined,T12-102-1
2543,T12-102-1,Undetermined,wall,plain,Local,Very poor,Undetermined,T12-102-1
2544,T12-102-1,Undetermined,wall,coarse,Import,Very poor,Undetermined,T12-102-1
2545,T12-102-1,Tile,wall,plain,Local,Poor,Undetermined,T12-102-1
2554,T12-102-1,Pithos,rim,coarse,Import,Poor,Undetermined,T12-102-1
2555,T12-102-1,Tile,edge,coarse,Import,Poor,Undetermined,T12-102-1
2556,T12-102-1,Closed shape,wall,cooking,Import,Poor,Undetermined,T12-102-1
2557,T12-102-1,Closed shape,wall,plain,Local,Poor,Undetermined,T12-102-1
2558,T12-102-1,Undetermined,wall,plain,Import,Very poor,Undetermined,T12-102-1
19904,T12-102-1,Tile,wall,brown glaze,Local,Poor,Archaic/Classical,T12-102-1
19905,T12-102-1,Undetermined,wall,plain,Local,Poor,Archaic/Classical,T12-102-1
19906,T12-102-1,Undetermined,Undetermined,Undetermined,Undetermined,Undetermined,Undetermined,T12-102-1
19907,T12-102-1,Tile,wall,plain,Local,Poor,Late antique,T12-102-1
19908,T12-102-1,Undetermined,wall,cooking,Local,Poor,Archaic/Classical,T12-102-1
19909,T12-102-1,Amphora,carination,cooking,Local,Medium,Archaic/Classical,T12-102-1
19910,T12-102-1,Amphora,wall,plain,Local,Medium,Archaic/Classical,T12-102-1
19911,T12-102-1,Closed shape,wall,plain,Local,Medium,Archaic/Classical,T12-102-1
19912,T12-102-1,Closed shape,wall,plain,Import,Poor,Archaic/Classical,T12-102-1
19913,T12-102-1,Closed shape,wall,plain,Local,Poor,Archaic/Classical,T12-102-1
19914,T12-102-1,Lekane,rim,black glaze,Local,Medium,Archaic/Classical,T12-102-1
19915,T12-102-1,Lamp,base,black glaze,Local,Medium,Archaic/Classical,T12-102-1
22711,T12-102-1,Closed shape,foot,plain,Attic,Poor,Classical/Hellenistic,T12-102-1
22712,T12-102-1,Beehive,Undetermined,Undetermined,Undetermined,Medium,Undetermined,T12-102-1
22713,T12-102-1,Undetermined,wall,plain,Local,Poor,Archaic/Classical,T12-102-1
22714,T12-102-1,Undetermined,wall,plain,Corinthian,Poor,Archaic,T12-102-1
22715,T12-102-1,Undetermined,wall,coarse,Attic,Poor,Archaic/Classical,T12-102-1
22716,T12-102-1,Undetermined,wall,coarse,Local,Poor,Bronze Age,T12-102-1
22717,T12-102-1,Tile,Undetermined,plain,Local,Poor,Undetermined,T12-102-1
2683,T12-102-2,Tile,edge,plain,Import,Poor,Undetermined,T12-102-2
2684,T12-102-2,Jug,rim,plain,Import,Poor,Undetermined,T12-102-2
2685,T12-102-2,Basin,wall,plain,Local,Poor,Undetermined,T12-102-2
2686,T12-102-2,Basin,rim + handle root,cooking,Import,Poor,Undetermined,T12-102-2
2687,T12-102-2,Tile,edge,plain,Import,Poor,Undetermined,T12-102-2
2688,T12-102-2,Basin,wall,handmade,Local,Poor,Undetermined,T12-102-2
2689,T12-102-2,Lekane,handle,cooking,Import,Poor,Undetermined,T12-102-2
2690,T12-102-2,Amphora,wall,plain,Local,Poor,Undetermined,T12-102-2
2691,T12-102-2,Closed shape,wall,plain,Local,Poor,Undetermined,T12-102-2
2692,T12-102-2,Tile,wall,plain,Import,Poor,Undetermined,T12-102-2
2693,T12-102-2,Amphora,wall,plain,Import,Poor,Undetermined,T12-102-2
2694,T12-102-2,Closed shape,wall,plain,Import,Poor,Undetermined,T12-102-2
20456,T12-102-2,Cooking pot,base,coarse,Local,Medium,Archaic/Classical,T12-102-2
20457,T12-102-2,Undetermined,rim,plain,Local,Poor,Archaic/Classical,T12-102-2
20458,T12-102-2,Open shape,rim,black glaze,Local,Poor,Archaic/Classical,T12-102-2
20459,T12-102-2,Undetermined,handle root,plain,Local,Poor,Archaic/Classical,T12-102-2
20460,T12-102-2,Jug,rim,coarse,Local,Medium,Archaic/Classical,T12-102-2
20461,T12-102-2,Cooking pot,handle,coarse,Local,Medium,Archaic/Classical,T12-102-2
20462,T12-102-2,Mortar,spout,black glaze,Local,Medium,Archaic/Classical,T12-102-2
20463,T12-102-2,Amphora,handle,plain,Local,Medium,Archaic/Classical,T12-102-2
20464,T12-102-2,Undetermined,wall,plain,Local,Poor,Archaic,T12-102-2
20465,T12-102-2,Open shape,wall,plain,Local,Poor,Archaic/Classical,T12-102-2
20466,T12-102-2,Undetermined,wall,plain,Local,Poor,Archaic/Classical,T12-102-2
20467,T12-102-2,Undetermined,wall,black glaze,Local,Poor,Archaic/Classical,T12-102-2
20468,T12-102-2,Tile,wall,plain,Local,Poor,Archaic/Classical,T12-102-2
20469,T12-102-2,Tile,wall,coarse,Local,Poor,Archaic/Classical,T12-102-2
20470,T12-102-2,Cooking pot,wall,coarse,Local,Poor,Classical,T12-102-2
20471,T12-102-2,Undetermined,wall,coarse,Local,Poor,Prehistoric,T12-102-2
20472,T12-102-2,Amphora,wall,plain,Local,Poor,Archaic/Classical,T12-102-2
20473,T12-102-2,Undetermined,Undetermined,Undetermined,Undetermined,Undetermined,Undetermined,T12-102-2
22692,T12-102-2,Lekane,handle,black glaze,Local,Medium,Archaic/Classical,T12-102-2
22693,T12-102-2,Closed shape,handle,plain,Local,Poor,Archaic/Classical,T12-102-2
22694,T12-102-2,Lekane,rim,black glaze,Local,Medium,Archaic/Classical,T12-102-2
22695,T12-102-2,Lekane,rim,plain,Attic,Poor,Archaic/Classical,T12-102-2
22696,T12-102-2,Closed shape,rim,plain,Local,Poor,Archaic/Classical,T12-102-2
22697,T12-102-2,Closed shape,wall,plain,Local,Poor,Archaic/Classical,T12-102-2
22698,T12-102-2,Undetermined,wall,coarse,Local,Poor,Archaic/Classical,T12-102-2
22699,T12-102-2,Undetermined,wall,plain,Local,Medium,Late antique,T12-102-2
22700,T12-102-2,Undetermined,wall,plain,Local,Poor,Archaic/Classical,T12-102-2
22701,T12-102-2,Stone,Undetermined,Undetermined,Undetermined,Undetermined,Undetermined,T12-102-2
22702,T12-102-2,Open shape,wall,black glaze,Local,Poor,Archaic/Classical,T12-102-2
22735,T12-102-2,Amphora,handle,plain,Attic,Poor,Archaic/Hellenistic,T12-102-2
22736,T12-102-2,Closed shape,wall,coarse,Local,Poor,Bronze Age,T12-102-2
22737,T12-102-2,Lekane,foot,black glaze,Attic,Poor,Archaic/Classical,T12-102-2
22738,T12-102-2,Open shape,foot,glazed,Attic,Medium,Archaic/Classical,T12-102-2
22739,T12-102-2,Undetermined,wall,plain,Attic,Poor,Archaic/Classical,T12-102-2
22740,T12-102-2,Undetermined,wall,plain,Attic,Poor,Archaic/Hellenistic,T12-102-2
18834,T12-102-3,Amphora,wall,coarse,Import,Poor,Late antique,T12-102-3
18835,T12-102-3,Closed shape,wall,coarse,Local,Poor,Classical/Late Antique,T12-102-3
18836,T12-102-3,Pithos,wall,coarse,Import,Poor,Archaic/Classical,T12-102-3
18837,T12-102-3,Tile,wall,coarse,Local,Poor,Undetermined,T12-102-3
18838,T12-102-3,Tile,wall,coarse,Local,Poor,Late Archaic,T12-102-3
20480,T12-102-3,Amphora,wall,plain,Local,Medium,Late antique,T12-102-3
20481,T12-102-3,Lekane,rim,black glaze,Local,Medium,Classical,T12-102-3
20482,T12-102-3,Undetermined,wall,plain,Local,Poor,Archaic/Classical,T12-102-3
20483,T12-102-3,Amphora,wall,plain,Local,Poor,Archaic/Classical,T12-102-3
20484,T12-102-3,Cooking pot,wall,coarse,Local,Poor,Classical,T12-102-3
20485,T12-102-3,Cooking pot,wall,coarse,Local,Poor,Archaic/Classical,T12-102-3
22703,T12-102-3,Amphora,peg,plain,Undetermined,Poor,Classical/Hellenistic,T12-102-3
22704,T12-102-3,Undetermined,wall,plain,Local,Poor,Archaic/Classical,T12-102-3
22705,T12-102-3,Undetermined,wall,coarse,Local,Poor,Archaic/Classical,T12-102-3
22706,T12-102-3,Tile,Undetermined,plain,Undetermined,Poor,Classical,T12-102-3
22707,T12-102-3,Jug,handle,plain,Local,Poor,Roman,T12-102-3
22708,T12-102-3,Undetermined,wall,coarse,Attic,Poor,Late antique,T12-102-3
22709,T12-102-3,Undetermined,wall,plain,Undetermined,Poor,Undetermined,T12-102-3
22710,T12-102-3,Tile,Undetermined,plain,Undetermined,Poor,Undetermined,T12-102-3
2695,T12-102-4,Brasier,rim + handle,cooking,Import,Medium,Undetermined,T12-102-4
2696,T12-102-4,Amphora,handle,plain,Import,Medium,Undetermined,T12-102-4
2697,T12-102-4,Kantharos,rim,black glaze,Local,Medium,Classical/Hellenistic,T12-102-4
2698,T12-102-4,Amphora,handle,plain,Local,Poor,Undetermined,T12-102-4
2699,T12-102-4,Tile,wall,coarse,Import,Poor,Late Antique,T12-102-4
2700,T12-102-4,Closed shape,wall,cooking,Import,Poor,Undetermined,T12-102-4
2701,T12-102-4,Undetermined,wall,coarse,Import,Very poor,Undetermined,T12-102-4
2702,T12-102-4,Tile,wall,plain,Import,Poor,Undetermined,T12-102-4
2703,T12-102-4,Amphora,wall,plain,Import,Poor,Undetermined,T12-102-4
2704,T12-102-4,Open shape,wall,red glazed,Local,Poor,Archaic/Classical,T12-102-4
2705,T12-102-4,Undetermined,wall,plain,Local,Very poor,Undetermined,T12-102-4
2706,T12-102-4,Open shape,wall,red glazed,Import,Poor,Archaic/Classical,T12-102-4
2707,T12-102-4,Closed shape,wall,plain,Import,Poor,Undetermined,T12-102-4
19924,T12-102-4,Stone,Undetermined,Undetermined,Undetermined,Poor,Undetermined,T12-102-4
19925,T12-102-4,Tile,wall,plain,Local,Poor,Archaic/Classical,T12-102-4
19926,T12-102-4,Open shape,wall,black glaze,Local,Poor,Archaic/Classical,T12-102-4
19927,T12-102-4,Open shape,wall,brown glaze,Local,Poor,Archaic/Classical,T12-102-4
19928,T12-102-4,Open shape,wall,burnished,Import,Medium,Late Bronze Age,T12-102-4
19929,T12-102-4,Closed shape,wall,plain,Corinthian,Poor,Archaic/Classical,T12-102-4
19930,T12-102-4,Amphora,wall,plain,Import,Poor,Archaic/Classical,T12-102-4
19931,T12-102-4,Undetermined,wall,cooking,Local,Poor,Archaic/Classical,T12-102-4
19932,T12-102-4,Undetermined,wall,Cooking,Import,Poor,Archaic/Classical,T12-102-4
19933,T12-102-4,Amphora,wall,plain,Local,Poor,Archaic/Classical,T12-102-4
19934,T12-102-4,Amphora,wall,plain,Import,Poor,Archaic/Classical,T12-102-4
19935,T12-102-4,Undetermined,wall,Plain,Local,Poor,Archaic/Classical,T12-102-4
19936,T12-102-4,Undetermined,wall,plain,Attic,Poor,Archaic/Classical,T12-102-4
19937,T12-102-4,Amphora,base,plain,Import,Medium,Classical,T12-102-4
19938,T12-102-4,Amphora,handle root,plain,Local,Medium,Archaic/Classical,T12-102-4
19939,T12-102-4,Undetermined,wall,cooking,Local,Poor,Archaic/Classical,T12-102-4
21913,T12-102-4,Amphora,neck,plain,Attic,Medium,Classical,T12-102-4
21914,T12-102-4,Pithos,rim,coarse,Attic,Medium,archaic/hellenistic,T12-102-4
21915,T12-102-4,Open shape,wall,red glazed,Attic,Medium,Classical,T12-102-4
21916,T12-102-4,Pithos,wall,coarse,Local,Medium,archaic/hellenistic,T12-102-4
21917,T12-102-4,Open shape,wall,plain,Attic,Medium,Classical/Late Antique,T12-102-4
21918,T12-102-4,Undetermined,wall,plain,Attic,Medium,archaic/hellenistic,T12-102-4
21919,T12-102-4,Undetermined,base,plain,Attic,Medium,archaic/hellenistic,T12-102-4
21920,T12-102-4,Cup,wall,plain,Attic,Medium,archaic/hellenistic,T12-102-4
21921,T12-102-4,Undetermined,wall,plain,Attic,Medium,archaic/hellenistic,T12-102-4
21922,T12-102-4,Tile,wall,plain,Attic,Medium,archaic/hellenistic,T12-102-4
21923,T12-102-4,Tile,wall,plain,Attic,Medium,archaic/hellenistic,T12-102-4
21924,T12-102-4,Tile,wall,plain,Attic,Medium,Archaic/Late Antique,T12-102-4
21925,T12-102-4,Bin,rim,coarse,Attic,Medium,Archaic/Classical,T12-102-4
21926,T12-102-4,Jug,handle,plain,Attic,Good,archaic/hellenistic,T12-102-4
21927,T12-102-4,Cup,rim,plain,Attic,Medium,Archaic/Classical,T12-102-4
21928,T12-102-4,Closed shape,base,plain,Attic,Medium,Archaic/Classical,T12-102-4
21929,T12-102-4,Pithos,shoulder,coarse,Local,Medium,Classical,T12-102-4
21930,T12-102-4,Closed shape,wall,coarse,Local,Medium,Archaic/Classical,T12-102-4
21931,T12-102-4,Open shape,wall,red glazed,Attic,Medium,Archaic/Classical,T12-102-4
21932,T12-102-4,Closed shape,wall,coarse,Local,Medium,Archaic/Classical,T12-102-4
21933,T12-102-4,Closed shape,wall,black glaze,Attic,Poor,Archaic/Classical,T12-102-4
21934,T12-102-4,Closed shape,wall,plain,Attic,Medium,Archaic/Classical,T12-102-4
22731,T12-102-4,Closed shape,wall,plain,Attic,Poor,Archaic/Classical,T12-102-4
22732,T12-102-4,Undetermined,wall,coarse,Attic,Poor,Archaic/Classical,T12-102-4
22733,T12-102-4,Undetermined,wall,plain,Attic,Poor,Archaic/Classical,T12-102-4
22734,T12-102-4,Tile,Undetermined,plain,Undetermined,Poor,Undetermined,T12-102-4
2573,T12-103-1,Louterion,rim,plain,Import,Medium,Undetermined,T12-103-1
2574,T12-103-1,Table amphora,base,plain,Import,Medium,Undetermined,T12-103-1
2575,T12-103-1,Amphora,rim,plain,Local,Poor,Archaic/Classical,T12-103-1
2576,T12-103-1,Closed shape,wall,cooking,Import,Poor,Undetermined,T12-103-1
2577,T12-103-1,Tile,wall,plain,Import,Poor,Undetermined,T12-103-1
2578,T12-103-1,Closed shape,wall,plain,Local,Poor,Undetermined,T12-103-1
2579,T12-103-1,Closed shape,wall,plain,Import,Poor,Undetermined,T12-103-1
2580,T12-103-1,Amphora,wall,plain,Import,Poor,Undetermined,T12-103-1
2581,T12-103-1,Amphora,wall,plain,Local,Poor,Undetermined,T12-103-1
20503,T12-103-1,Cooking pot,rim,coarse,Local,Poor,Archaic/Classical,T12-103-1
20504,T12-103-1,Cup,handle,plain,Local,Poor,Archaic/Classical,T12-103-1
20505,T12-103-1,Tile,wall,plain,Local,Medium,Archaic/Classical,T12-103-1
20506,T12-103-1,Tile,wall,plain,Local,Poor,Archaic/Classical,T12-103-1
20507,T12-103-1,Open shape,wall,black glaze,Local,Poor,Archaic/Classical,T12-103-1
20508,T12-103-1,Undetermined,wall,coarse,Local,Poor,Archaic/Classical,T12-103-1
20509,T12-103-1,Cooking pot,wall,coarse,Local,Poor,Classical,T12-103-1
20510,T12-103-1,Undetermined,wall,plain,Local,Poor,Archaic/Classical,T12-103-1
20511,T12-103-1,Undetermined,wall,plain,Local,Poor,Archaic,T12-103-1
20512,T12-103-1,Amphora,rim,plain,Import,Medium,Classical/Hellenistic,T12-103-1
20513,T12-103-1,Undetermined,rim,plain,Local,Poor,Archaic/Classical,T12-103-1
20514,T12-103-1,Oinochoe,rim,plain,Corinthian,Poor,Archaic/Classical,T12-103-1
20515,T12-103-1,Tile,wall,plain,Import,Poor,Archaic/Classical,T12-103-1
20516,T12-103-1,Tile,wall,plain,Local,Poor,Archaic/Classical,T12-103-1
20517,T12-103-1,Amphora,wall,plain,Import,Poor,Archaic/Classical,T12-103-1
20518,T12-103-1,Amphora,wall,plain,Local,Poor,Archaic/Classical,T12-103-1
20519,T12-103-1,Undetermined,wall,plain,Import,Poor,Archaic/Classical,T12-103-1
20520,T12-103-1,Undetermined,wall,Undetermined,Undetermined,Poor,Archaic/Classical,T12-103-1
